header	text	verdict	link
Не связывайтесь с GeekBrains	"В 2022 г. я повелся на рекламу GeekBrains (GB), где убеждали, что получить профессию программиста проще простого, у каждого это получится, высокие зп и т.д, и т.п. Сейчас, оглядываясь назад, я понимаю, что это было какое-то замутнение - меня грамотно развели по телефону менеджеры и буквально навязали мне обучение. В итоге уговорили меня на оплату программы Geek - это три года обучения (!!!). Мне как-то по хитрому оформили кредит (никуда не надо было идти, просто пришла ссылка по whatsup), с уговорами, что проценты платятся не сразу, а через год вы уже сможете выплачивать с доходов от новой высокооплачиваемой работы в IT, т.к. трудоустройство они гарантируют (!). Я изначально поступил на факультет по изучению языка Python. Оплачен курс был в июле, с августа 2022 г начинались занятия. После начала обучения я не заметил никакого подвоха, т.к. начинали с основ, первые занятия - это Введение в программирование (обзор языков программирования, алгоритмов, блок-схем). При этом на протяжении всего ""обучения"" тебя просто заваливают материалами, которые если и относятся к обучению, то очень косвенно, скорее я бы назвал это каким-то информационным мусором (шумом) - например, это ""полезные советы по старту обучения, умение учиться, куча сообщений от центра карьеры, бесконечные ""истории успеха"", истории выпускников, команда IT"" - и надо понимать, что это не по одной лекции (видео) по теме, а это целые блоки с десятками видео (!!!). После окончания блока – введение в программирование началось «знакомство с языком Си Шарп» и здесь я заподозрил что-то неладное и начал спрашивать у сокурсников - что происходит? Скажу несколько слов про группы студентов с которыми ты учишься – сначала тебя определяют в группу в Телеграм (ТГ), проходит какое-то время, эта группа в ТГ «замораживается» и тебя определяют в новую группу с другим преподавателем, т.е. постоянно «тусуют» студентов. Думаю, это происходит для того, чтобы студенты долго не кучковались вместе и не происходило «сдруживание» для каких-то совместных действий против GB, т.к. в группах постоянно росло недовольство, но нас постоянно тусовали между собой, конечно, создавались параллельные группы студентами, но для понимания этого требовалось время и всё равно многие просто отсеивались, т.к. преподаватели были разные и ты попадал постоянно в новый круг студентов. Вернусь к описанию обучения – у нас началось «знакомство с языком Си Шарп», напомню, что я поступил изначально на курс по изучению языка Питон. Я стал спрашивать у студентов в группе ТГ – оказалось, что здесь собралась полная «солянка»: кто шел на изучение языка Джава, кто на курсы дата-сайнс, кто на Си Шарп, кто на тестировщиков, кто на Бэкенд, кто на Фронтенд разработку, кто как я, оплатил три года, кто оплатил 1 или 2 года – мы все учились на одной программе обучения. Я стал узнавать в службе поддержки и у куратора – оказалось я учусь на программе Разработчик, т.е. продав нам всем разные программы, кому какая была нужна – нас всех в итоге засунули на программу Разработчик. В службе поддержки меня успокоили, что не волнуйтесь скоро начнется изучение языка Питон. Я решил подождать. После «знакомства с языком» Си Шарп, на основе этого языка, мы изучали основы программирования и типизацию. Потом, как мне обещали, начался язык Питон - сначала было опять «знакомство с языком» Питон и всего порядка десяти занятий на Питоне (т.е. примерно 1 месяц), где мы немного углубились в программирование уже на языке Питон и потом началось (только не смейтесь) опять новое «знакомство с языком» Джава и изучение основ ООП на языке Джава. Зафиксирую: я изначально поступил на факультет Питон, планировал учить и писать на Питоне, но за полгода обучения на языке Питон было проведено несколько занятий (примерно за месяц) и всё - на этом изучения языка Питон заканчивалось. Т.е. только вдумайтесь, что они «изобрели»: введение в программирование на языке Си Шарп, продолжение на Питон, изучение ООП на языке Джава. И перед каждым этим блоком «знакомство с языком», т.к. нужно знать синтаксис языка, чтобы писать на нем. При этом были большие перерывы между этими дисциплинами (были даже какие-то ""каникулы"" на две недели). По итогу к изучению ООП на Джаве, в голове уже такая каша из языков программирования, что ты просто перестаешь ориентироваться в них, ты уже забываешь, о чем было в начале и это не учеба – это профанация. Так нельзя изучать языки программирования! Нужно изначально выбрать язык и на нем спокойно от легкого до сложного идти до конца, т.к. новичку просто чтобы освоить синтаксис языка и привыкнуть к нему нужно время. И уже когда ты изучишь более менее один язык (изучение одного языка 1-1,5 года) – можно думать о смене языка. Я не спорю, что языки примерно похожи, но это как изучать иностранные языки – начальную грамматику на английском, углубленную на немецком и т.д. Это бред, но я понимаю зачем они это сделали – чтобы всем продать разные курсы, но запихать всех на одну программу – винегрет, где вы ничего не изучите. Кстати, занимался я очень ответственно, у меня все ДЗ были выполнены на 4 и 5 и на всех занятиях я присутствовал. Теперь немного про ДЗ и учебный материал. Хочу сказать, что его ОЧЕНЬ мало для качественного изучения. ДЗ очень мало, они типовые (всё есть в интернете), очень слабенькие. Учебный материал - очень поверхностный и его просто мало. Хотя, когда меня агитировали начать обучаться - я спрашивал - нужны ли будут доп. материалы для учебы? - на что мне уверенно заявил менеджер - нет, всё будет на уроках, этого более чем достаточно - не переживайте. это было вранье. Т.е. то, что вы получаете от GB (учебные материалы, лекции, ДЗ) – это в лучшем случае можно назвать хиленькой основой, это примерно 5 процентов и остальные 95 % вам придется копать и изучать самому. Но понимание этого, что знаний тебе дают мало приходит поздно, ты как-будто постоянно ждешь, что вот-вот начнется нормальное обучение, но в итоге разочарование. Конечно, выбивает то, что языки постоянно меняются и ты, например, взял хорошие книги по Питон, учишь, пробуешь, а тебе уже надо всё писать на Джаве. Пару слов про службу поддержки GB и кураторов: если сначала (до оплаты) тебя буквально на руках носят, тебе названивают по несколько раз в день, о тебе помнят, помнят содержание бесед, с тобой согласовывают время разговора и всегда пунктуальны в перезвонах - то после оплаты всё меняется с точностью до наоборот. Кураторы сначала менялись каждые две недели, потом через 1,5-2 месяца они полностью пропали. Чтобы дозвониться и дождаться ответа приходилось ждать несколько дней. К январю-февралю, после этих скачек с языками программирования я сначала поставил обучение на паузу, потом обратился в службу поддержки с просьбой – я заканчиваю годовой курс к лету 2023г (напомню я оплатил курс за три года, а прошло полгода) и мне возвращают разницу за 2 года. Мне отказали (за что я в итоге GB очень благодарен). Потом я написал претензию, мне отказали в выплате и я обратился в суд. В суде GB ссылались на свои условия договора, что они не обязаны ничего возвращать и самое главное – они написали так, что как будто, я учился на годовой курсе обучения (!!!!) и прошел 80 % программы. Хотя оплатил за 3 года. Спасибо судье, что она во всем разобралась и в итоге суд послал лесом все доводы GB – обязали GB к выплате мне большого штрафа и в итоге по исполнительному листу я получил даже больше, чем им оплачивал (получается здесь GB не наврали, что я ""заработаю на IT"", но есть, как говорится нюанс ). Надеюсь мой отзыв убережет вас от ошибок связываться с GB, и вообще, подумайте сто раз прежде чем «идти в IT». Сфера сложная, знать надо ОЧЕНЬ много и с таких и подобных курсов попасть сейчас на хорошую работу нереально. Если вы думаете, что вам пригодятся их ""корочки"" для работы - я вас разочарую, мало того ,что эти корочки при трудоустройстве никому не нужны (все на собесах проверяют только ваши знания и ничего более) - так еще полно примеров, когда студенты начали скрывать о том, что они учились на подобных курсах, т.к. в вакансиях стали прямо писать - с онлайн курсов не берем. И по трудоустройству - не рассчитывайте, что GB вас трудоустроят, это сказки - максимум - помощь в составлении резюме от них и всё. А если вы учитесь и понимаете, что «что-то не то» - быстрее замораживайте обучение в службе поддержки - и пишите им грамотную претензию на возврат денег (возврат денег рассчитывайте пропорционально из времени от начала учебы до дня заморозки). Если GB вам откажет в выплате, либо уменьшит сумм - сразу обращайтесь в суд (суд впаяет им еще штраф 50 процентов от суммы, которую они отказались вернуть). Как оказалось, обращение в суд - это очень несложный и очень эффективный метод."	0	https://irecommend.ru/content/ne-svyazyvaites-s-geekbrains
Неплохо, но есть нюансы	Выбрал дорогой курс по хорошей профессии. Обучаюсь 2.5 недели. Курс нравится, построен на первый взгляд продумано, грамотно. Есть учителя (менторы - не люблю иностранщину), поддержка, кураторы. Также есть программа, где все могут общаться как на конкретные темы курса, так и на всевозможные другие темы. Есть возможность трудоустройства. Всё это очень здорово. Но есть нюансы. На курсе приветствуется самостоятельный поиск в интернете материалов по курсу, и это мне не нравится. За эти деньги можно было бы дать ссылку на нужный материал. Курс в формате HTML, расписан подробно (и это хорошо), но повторять пройденный материал, для закрепления, по семи длинным веб-страницам крайне неудобно. Мне уже далеко за 30, голова не как у студента. Но чувствую, придётся самому всё для себя расписывать. Например, типы тестирования. Их много, они пересекаются, запомнить их даже за неделю сложно, почти нереально. Нужны или краткие слайды, или какая-то графическая информация, чтобы всё лучше запомнить. Но ничего такого не нашёл, и это большой недостаток. К сожаленью, больше написать не могу, т.к. только начал учиться. И всё, написанное выше - моё субъективное мнение. Возможно, у вас сложится другое впечатление.	1	https://irecommend.ru/content/neplokho-no-est-nyuansy-14
Не образование	Очень низкий уровень обучения. Агрессивный маркетинг, лживая реклама. Не соответствие слов и договора.Мне с экрана читали чужие книги. При этом очень плохо. Выманили деньги за обучение вперёд. Месяц морочили голову по возврату денег, а потом предложили 10% от уплаченной суммы. Одним словом жулики от образования. Обратная связь отвратительная. Про трудоустройство такая же ловушка. Ищите нормальные платформы.	0	https://irecommend.ru/content/ne-obrazovanie
Не рекомендую	Почитал тут отзывы, не накрученные, а именно с претензиями, со всеми соглашусь. Материал дается отвратительно. Логика не прослеживается и задачи почти всегда не связаны с пройденным материалом. Материал подается путано , даже человеку с опытом тяжело разобраться, а уж новичку и ловить нечего, хотя позиционируют, как в том числе и для новичков. Многие задания кривые, указывал на такие ошибки, но воз и ныне там. Не рекомендую	0	https://irecommend.ru/content/ne-rekomenduyu-2589
Почему онлайн-школа меня устраивает	Выбрал эту онлайн-школу потом что здесь достаточно приемлемая цена по сравнению с конкурентами. Также еще одна причина выбора - получение о итогам учебы диплома государственного образца, что для меня важно. Обучаюсь на тестировщика ПО. Процесс обучения меня не разочаровывает, тем что весь процесс разбит на модули. которые длятся 3 недели, есть время успеть с выполнением заданий. Вебинаров достаточно, смотрю как онлайн, так и в записи если не успеваю поучаствовать. Нравиться поддержка со стороны менторов и координаторов. На все вопросы получаю адекватные ответы. Из минусов отмечу что на мой взгляд маловато практики на курсе, такой раздел как нагрузочное тестирование обошли стороной. Однако общий объем полученных знаний достаточен для дальнейшего профессионального развития. Впереди у меня встреча со специалистами Центра развития карьеры и участие в программе трудоустройства. Но про это уже в следующих отзывах	1	https://irecommend.ru/content/pochemu-onlain-shkola-menya-ustraivaet
Обучение на Data Scientist: 3 месяца - полет нормальный!	"Хотелось бы поделиться своим опытом обучения в школе SkillFactory на курсе "" "". На момент начала обучению у меня был практически нулевой уровень навыков программирования и представления о Data Science также были весьма поверхностными. Мне всегда нравилось работать с данными, анализировать и делать какие-то выводы, а тут нахлынул ""экзистенциальный кризис"", и я решился поменять сферу деятельности. Честно признаюсь, изначально у темя были несколько завышенные ожидания от обучения - мне казалось, что меня чуть ли не за ручку будут вести из модуля в модуль, разжевывать материал, и вот так, неспешно, и особо не напрягаясь я и выучусь новой профессии. Однако (и, видимо, все-таки к счастью) все оказалось далеко не так. Приходится много читать, лазить в интернете в поисках информации, шерстить тематические чаты в Пачке (это внутренний чат школы), самостоятельно разбираться в некоторых нюансах. Посещать вебинары и обращаться к технической документации. По сути мы говорим о самостоятельном обучении, с поддержкой менторов. Но это и хорошо - на стадии обучения прививается привычка самостоятельно решать возникающие проблемы. С другой стороны, в материалах курса все очень доходчиво объясняется, имеются интересные задания для самостоятельно решения, предоставляются конспекты к пройденным темам, и ссылки на дополнительную информацию. Если есть затыки с практическими заданиями, можно написать менторам и достаточно оперативно получить помощь. За все время обучения (я уже заканчиваю 13 модуль), не было еще заданий, которые бы оказались совершенно нерешаемыми. В целом я доволен процессом обучения. Получаемые знания откладываются в голове, уверенность в своих силах повышается, есть четкое ощущение, что после окончания обучения получится устроиться на новую работу)"	1	https://irecommend.ru/content/obuchenie-na-data-scientist-3-mesyatsa-polet-normalnyi
Очень поверхностно.	Возникла острая необходимость смены профессии и перехода на удаленку. Программирование интересовало всегда, хотя никога не занималась именно им. Посмотрела инфу в интернете, поняла, что выше тестировщика, по началу, мне не прыгнуть, поскольку я чистый гуманитарий. Из огромного множества предложений выбрала SkillFactory: Тестировщик-автоматизатор на Python. Что могу сказать...Хотя было заявлено, что подходит для не подготовленных людей без опыта, по факту это не так. Уроки открываются по расписанию, примерно раз в неделю модуль. У модулей есть дедлайны, не успеваешь сдать, не зачет. Информацию, для новичка освоить за неделю не реально, т.к. в уроке дается довольно мало и сжато все, приходится искать самому. По итогу весь день нужно потратить, чтоб найти необходимую инфу в интернете. Менторы помогают в чате поддержки, но далеко не сразу, и часто отправляют в общий чат, где подсказывают такие-же ученики. Это может и хорошо, чтоб мы учились взаимодействовать. Но этому можно научиться и позже, если кто-то не умеет. А здесь хотелось бы максимально получить умения, знания и навыки по профессии. Я учусь только месяц, может что-то поменяется, тогда дополню отзыв. Сейчас я не в восторге. т.о. Информации много, она интересная, но все-таки недостаточно подробная и понятная. И усвоить ее в такие сроки не возможно без базового знания программирования.	0	https://irecommend.ru/content/ochen-poverkhnostno
Нравиться учиться	"Сначала я начала обучаться на тестировщика, но в какой-то момент поняла, что это не мое. После решила перевестись на аналитику. В течении недели со мной связался менеджер и мы подобрали курс ""Полный курс по анализу данных"". Курс длиться 10 месяцев. Блоки разбиты по неделям. Курс включает изучение гугл таблиц, SQL, Python Еще периодически проводятся вебинары и есть записи предыдущих."	1	https://irecommend.ru/content/nravitsya-uchitsya-0
Так себе школа.Coding.GameDev	Привет друзья. Обучаюсь на данном курсе 3й месяц, расскажу от первого лица все свои впечатления. Я приобрел курс за 400к что довольно не дешево. В него входит основной курс по обучению на игрового разработчика Unity, центр карьеры, Английский для айтишников( у вас должна быть база знаний А2),созвоны с ментором 60 минут в неделю, а так же документ по оканчанию обучения. ПЛЮСЫ: Приятный сайт-платформа. Индивидуальный подход в некоторых аспектах обучения.(Если что то не получается, созвонились и вам обьяснили.) На первоначальных этапах обучения все очень доступно и понятно обьясняется. Корпоративный чат в месенджере «Пачка» где вы можете обратиться к менторам, координаторам, обучающимся на курсе по любым вопросам. И на этом я считаю плюсы кончаются. МИНУСЫ: Корявая форма по сдаче домашнего задания, если вы по ошибке сдали задание не в той форме, его оценивают на 0 баллов с просьбой заполнить какую то яндекс форму, с указанием курса, группы, ссылкой на группу,если вы это сделали то не факт что его вообще проверят как получилось у меня, прошло две с лишним недели после повторной сдачи задания, а оно просто куда то исчезло то есть даже не попало в руки к ментору, придется из за этого заполнять еще одну форму для продления дедлайна, снова заполнять форму по итоговому заданию модуля. До сих пор не могу понять почему нельзя напрямую отдать ментору на перепроверку. Очень долгая обратная связь, координаторы и менторы за несколькими исключениями выходят на связь очень и очень долго, техподдержка аналогично отвечает не сразу, обращаешься через месенджер на платформе и полчаса думаешь есть ли там кто нибудь вообще. Самое главное я как и другие люди столкнулись с проблемой обучения, в разделе программирования на C# совершенно бестолковые уроки которые ничего не обьяснят пользователю зачем и как работает код людям без опыта в этой сфере будет сложно разобраться, учитель из видео уроков может и умеет писать код но точно не умеет обьяснять как и зачем он нужен. Бесплатные уроки с ютуба говорят намного больше чем платные в Skillfactory.	0	https://irecommend.ru/content/tak-sebe-shkolacodinggamedev
"Кидают людей от проекта ""Цифровые профессии"""	"Я подала заявку в Скилфактори по проекту ""Цифровые профессии"" на профессию ""Графический дизайнер"" очень хотела обучиться и наконец то работать на работе мечты, оформила там ""безработного"", потом они мне пишут, что у них два теста, Окей, я прошла первый, там просто на понимание куда поступаешь, потом второй тест - ""Мотивационный"", он состоял из тех вопросов: цель, личные качества, опыт, что хотите получить после обучения и какой распорядок дня. Я все расписала, красиво и думаю ну все, жду ответа, а обработка 7 дней было написано, но мне ответили уже на следующий день. И, отказ. Отказ из-за одного пункта из шести. Серьезно? Какие там пункты? Организованность, формулировка цели, изложение подробно личностных качеств, уделяемое время на обучение, мотивация выбора курса и последний пункт - это завышенные ожидания от получения профессии. Серьезно? Это вообще адекватно? У меня вот адекватные оценки и представления о будущей работы, я не витаю в облаках, рационально думаю. А они забыли выключить ЧСВ, что после из курса выходят только невероятно какие специалисты, не думаю... Вообще сложилось впечатление, что они сразу кидают людей, которые хотят послужить от проекта ""цифровые профессии"". Так что сразу предупреждаю, не тратьте свое время на этих зазевавшихся."	0	https://irecommend.ru/content/kidayut-lyudei-ot-proekta-tsifrovye-professii
Разочарована.	"Обучаюсь в Skillfactory на ux/ui-дизайнера. Что хочу сказать: зря я потратила деньги. Отвратительный сервис, постоянно ломается платформа обучающая (за 3 месяца обучения она полностью слетела дважды), обратная связь медленная. Девочки/мальчики координатор только и делают, что ""кормят завтраками"" и постоянно извиняется за чужие косяки, при этом не дают никаких контактов, к кем можно связаться по возникающим вопросам. Сам материал приподнесен сухо. Большинство - это ссылки на ролики в ютуб и статьи в интернете. А-ля почитаете и посмотрите сами). Я ожидала совсем другого. Не советую."	0	https://irecommend.ru/content/razocharovana-991
Не советую	Помощь менторов можно ждать сутки. Постоянно меняются пароли к учебным базам данных, эти пароли выкладываются с задержкой, техподдержка работает медленно. Раньше менторы работали в группе курса в Slack, где всегда можно найти интересующий вопрос в чате или задать самому. После окончания курса моей группы я периодически возвращался на курс обучения, вспоминал некоторые моменты, нюансы, нужные по моей работе, и пароли к бд, которые постоянно меняются. И вот недавно они отказались от Slack и перешли в Пачку. Отрубили все прошлые чаты, создали новые только с текущими новыми студентами, не пригласив людей с прошлых периодов обучения. Я сам написал в техподдержку с просьбой включить меня в группу в Пачке. Включили, потом выкинули. На мою повторную просьбу включить меня в группу ответили отказом и предложением ОПЛАТИТЬ дальнейшее нахождение в группе! Да, да! Я раз уже оплатил недешевые, между прочим, курсы, теперь плати еще раз за дальнейшую поддержку и право нахождения в группе с ментором. Прикладываю скрин письма от техподдержки.	0	https://irecommend.ru/content/ne-sovetuyu-1904
Все хорошо.	Немного предыстории: я дествующий QA в крупном банке (топ-10) с опытом более 2х лет. так же как и большинство студентов попал в IT из другой сферы (финансы - оценка бизнеса). полгода обучался языку GO сам, тех знаний, которые я приобрел элементарно не хватало на реализацию интерфейса, поэтому было принято решение купить программу разработки на Go для получения структурированной информации по этому языку. Выбор пал на SF, так как у них этот курс рассчитан на абсолютных новичков в программировании. Стоит отметить, что ранее обучался на другой образовательной платформе. Там я прошел вступительный экзамен, однако курс был рассчитан на опытных разработчиков, в арсенале которых имеется опыт коммерческой разработки на других языках (преимущественно C, JAVA). Пришлось закончить курс и перейти в SF. Итак, к отзыву: Для меня курс показался структурированным и вполне понятным, много вебинаров и информации. Стоит отметить, что за 2 года работы QA приобрел важный навык - гугление. Без него никак. Очевидно, что сама профессия программиста включает в себя много человекочасов изучения, переосмысления материалов. Поэтому мне этот курс зашел хорошо. Модули закрываю задолго дедлайнов. Сам курс рассредотовчен так, что к концу второго месяца можно научиться писать функции и методы, что для меня было очень важно. а к концу третьего можно изучить азы многопоточности. Ну и конечно огромный лайк за присутствие в программе модуля по изучению Docker. из минусов: - долго грузится веб страница (но это больше моя придирка как QA) - я бы добавил после сдачи задания окно диалога с ревьюером (оценка приходит от анонимного ревьюера)	1	https://irecommend.ru/content/vse-khorosho-222
Автотестер на python с нуля - всё в курсе на 100% полезно!	"Моя история такова: Я несколько месяцев самостоятельно обучался на мануального тестировщика, изучал всё что можно и нельзя. Но так как рыночек стал потребовательнее, все таки решил пройти курсы и получить ""корочку"". Не стал брать курс на мануального тестера, так как всю инфу уже изучил, решил взять что-то большее, выбор пал на курс ""Тестировщик-автоматизатор на Python с нуля"". Пройдя половину курса (а именно: повторил мануальное тестирование и подкрепил новыми полезными знаниями, которые упустил сам, а так же начал учить Python), я взял академ, потому что нашел работу по профессии. И в вот спустя почти год я почувствовал необходимость расти дальше и возобновил курс, продолжил работать над автоматизацией. Первое что хочу приятно отметить: за год академа в курсе произошли классные изменения!!! Спасибо skillfactory за то, что совершенствуют свои курсы и поддерживают в актуальном состоянии!!! Второе: мне сказали, что т.к. я из старого потока, мне зачтут пройденную часть, даже несмотря на то, что новые добавленные уроки курса я не проходил!! Третье: дали возможность эти самые новые модули закрыть, то есть не просто ""полистать"", а полноценно закрыть и сдать домашние задания (ведь я это для себя и своих hard-skills делаю, а не только для корочки) Сейчас, имея опыт в тестировании и имея на работе запрос на автоматизацию, я уверенно заявляю: в курсе 100% полезной информации и 0% воды. И это не единственный курс от skillfactory который я прошел, еще прошел курс по основам SQL: здесь тоже информация объемная, полезная, много практики, и практически всё пройденное уже применял и продолжаю применять в работе. Курсы не легкие, надо пахать, постоянно включать голову, думать и развиваться, и курсы этому активно способствуют. Местами да, в курсе можно найти небольшие ""баги"", но и они, черт возьми, полезны! Если заметил - перепроверь и рапортуй!! А для тех кто ""сто часов сидел не мог разобраться, потому что там че-то в курсе не так"" - включайте голову! Задавайте вопросы менторами и кураторам! Они оперативно отвечают и порой даже направляют твое мышление в правильную сторону, чтобы ты сам догадался, а не сухо выдают правильный ответ! Всё это неотъемлемая часть работы в IT, ты сэкономишь всем деньги, если вместо 8 часов потраченных на попытку что-то понять, один раз спросишь и быстро разберешься, коммуникативные навыки очень важны, и skillfatory постоянно на этом акцентируют внимание и стараются в студентах эти навыки расшевелить) Не обманывайте себя мечтами, что пройдете какие-то легкие курсики (а-ля википедию почитать) и начнете зашибать бешеные бабки на удаленке: работодатель не дурак и платит деньги за совершенное мастерство, а не за ""присутствие на рабочем месте"". Курсы от skillfactory совершенно точно помогут стать начинающим специалистом в выбранной профессии, но воспользуетесь вы этой помощью или будете филонить на самостоятельном обучении - зависит от вас (это стоит воспринимать как репетицию работы на удаленке)."	1	https://irecommend.ru/content/avtotester-na-python-s-nulya-vse-v-kurse-na-100-polezno
