header	text	verdict	link
Вместе со SkyEng я с каждым днем становлюсь ближе к своей мечте	Я учу английский с первого курса университета, т. к. в школе был немецкий. Я всегда мечтала выучить язык и поехать за границу на стажировку, но мой максимальный бал по IELTS был 4,5 балла – этого мало для поступления в иностранный вуз. На какое-то время я оставила мечту и перестала усиленно заниматься. Потом в 2022 году я снова решила взяться за язык уже вместе со SkyEng, платформу мне посоветовал знакомый, который занимался на корпоративном пакете, но я купила индивидуальные уроки. В подарок еще получила месяц разговорных клубов, чтобы было очень приятным бонусом. Мне нравится, что оплачивать уроки можно пакетами, и в зависимости от тарифа подбирается выгодная стоимость. Чем больше уроков покупаешь, тем дешевле занятие. Можно оплатить пакет в рассрочку, а это большой бонус. Обычно я коплю часть суммы и оплачиваю в рассрочку. Получается очень выгодно. Заниматься нравится, платформа интуитивно понятная и удобная. недавно произошло обновление интерфейса, все функции доработали – это очень круто! Можно отслеживать свой прогресс и получать дополнительные баллы. Я начинала с Elementary, а сейчас на середине пути к Intermediate, моя цель сдать IELTS в следующем году не меньше 6-ки и думаю все получится. Преподаватель помогает, не ругает за ошибки, заниматься очень комфортно. Лояльно относится к переносу занятия, помогает подобрать удобное окошко, так чтобы текущий урок не сгорел, если я не смогу присутствовать. Учебные материалы разнообразные. Можно неплохо расширить кругозор. В каждом уроке есть рекомендательные статьи и видео на ютуб. + в занятиях отрабатываются все навыки, слова удобно учить через мобильное приложение. Я довольна платформой и рекомендую к занятиям!	1	https://irecommend.ru/content/vmeste-so-skyeng-ya-s-kazhdym-dnem-stanovlyus-blizhe-k-svoei-mechte
Индивидуальный подход	"С первых уроков преподаватель начинает частично общаться на английском, добавляя его в описание заданий, общение по уроку или в вопросах. Это меня удивило и в том числе, то что я понимал о чем ведётся речь. Бывают не понятные мне слова/ предложения, но учитель их поясняет если видит заминку. Так же не сказать что каждое слово переводить я, учитель старается что бы я ""выстрадал"" ответ самостоятельно. Это круто. Мне нравиться, хоть и тяжело изучать новое. Та же очень удобное приложение и сайт. Я не попробывал всех функций. Но мне крайне удобно заниматься по этой системе. Есть множество разных уроков для самостоятельного изучения."	1	https://irecommend.ru/content/individualnyi-podkhod-6
Неплохо	Уже состоялось 5 занятий с преподавателем. Сложилось следующие мнение: Из плюсов: хорошая платформа, множество разных функций, вежливые преподаватели, легкие задания (мб это и не плюс), мобильное приложение, можно делать домашку сидя в метро, автобусе; Из минусов: немного клишированный сценарий занятий, чувствуется усталость преподавателя. Я, как не спец в английском, в целом доволен. Преподаватель старается поправлять мои косяки, хоть я и замечаю, что порядком учитель загружен. Глянем что будет в дальнейшем.	1	https://irecommend.ru/content/neplokho-1957
Хороший ресурс для изучения английского языка	Обучаюсь не так давно, пока в целом впечатления хорошие, удалось найти хорошего преподавателя. Что больше всего понравилось:	1	https://irecommend.ru/content/khoroshii-resurs-dlya-izucheniya-angliiskogo-yazyka
Много полезных материалов для изучения языка	Нравится, что можно заниматься онлайн. Не сразу попался преподаватель с которым интересно заниматься, но с 3 попытки у меня попался хороший учитель., урок проходит незаметно, много разговорной практики Объёмные и разнообразные домашние задания , интересно выполнять Темы урока подбирают по интересам и целям В приложении много дополнительных материалов для изучения За отдельную плату есть разговорный клуб	1	https://irecommend.ru/content/mnogo-poleznykh-materialov-dlya-izucheniya-yazyka
Платформа крутая, а вот организация хромает	Я занималась в нескольких онлайн-школах английского языка и остановила свой выбор на Skyeng. Мне очень нравится их платформа, учебные материалы и возможность делать домашние задания онлайн, в т.ч. speaking и writing. Но найти своего учителя нелегко. Как выяснилось, школа помимо и так немалых цен, ввела еще и премиум тариф, и тем самым поделила учителей на 2 категории. Если премиум тариф не покупать, то выбор весьма скудный и в основном из студентов. На вводном занятии же о проблемах подбора учителя ничего не говорят, навязывают большие пакеты уроков, советуют заниматься 3 раза в неделю. В итоге, учителя я нашла, но только на один раз в неделю, что может и к лучшему, т.к. приобретенный пакет уроков покрывает чуть ли не год занятий в таком темпе)))))))))	1	https://irecommend.ru/content/platforma-krutaya-vot-organizatsiya-khromaet
Могу посоветовать.	Всем доброго! Принимал решение долго. В первую очередь, конечно же, было жалко денег. Не дешево, скажем так Пока на пробу взял 4 занятия. Плюс одно было добавлено бесплатно. Первые впечатления - положительные. Не отлично, но - очень хорошо. Очень понравилось, что все действия происходят в одном окне браузера. И домашка, и само занятие. Никуда не нужно переключаться, окно не переполнено элементами. Общение с преподавателем происходит легко, без какого-нибудь напряжения. Особенно, когда друг на друга настроились, поняли темпы друг друга, нашли какие-то общие интересы. Общения - очень много. Возможно, что скоро придется заниматься письмом, но пока что - все занятие проходит почти что в безостановочной беседе. Мне - понравилось.	1	https://irecommend.ru/content/mogu-posovetovat-5
Ужасное отношение к клиентам	Пытался завязать отношения с этой платформой, но ничего не получилось. Возможно это связано с программными проблемами или просто нет преподавателей, но в течении трех недель оставался без преподавателя. Самостоятельно подобрать не мог - при выборе любого диапазона времени поиск ничего не выдавал. При обращении в поддержку оставляли ждать несколько дней и пропадали, и так пару раз. На третий раз не выдержал и решил, что это не моя онлайн-школа. Возможно мой опыт субъективен, так как в эту школу я попал через перевод из EnglishDom, но несколько лет назад я пытался прийти в эту школу и столкнулся с проблемой при регистрации, никак не мог побороть проблему и нормально зарегистрироваться. Субъективно делаю такие выводы: есть проблемы в команде разработки программного продукта, плюс необученный менеджмент, которые не следит за клиентами и не ведет с ними диалог, а просто отписывается, оставляя их со своей проблемой наедине.	0	https://irecommend.ru/content/uzhasnoe-otnoshenie-k-klientam-129
Прекрасно собранный материал в одном месте!	Добрый день! Уже 3ий месяц занимаюсь с преподователем в онлайн-школе , по программе Маркетинг, выбрала данный курс, чтобы прокачать лексику и знания по конкретно этой теме. У меня есть недочеты в уровне intermediate и важно что преподователь внимательно поняла мой запрос и пробелы, которые нужно подтянуть и добавить грамматику! Сама платформа предлагает широкие возможности, даже если вы занимаетесь по одной программе, в которой собрана + можно также это оооочень круто, намного упрощает весь процесс и нет нужды искать доп.материал в других источника, все есть на одной платформе. Мне очень нравится и всем рекомендую!	1	https://irecommend.ru/content/prekrasno-sobrannyi-material-v-odnom-meste
Удобная платформа, среднее качество преподавания	Общее впечатление: материал уроков уровня Advanced достаточно интересный, но степень преподавания среднее. Удобная платформа для проведения урока и выполнения домашних заданий. Однако, облегчение инструмента преподавания снижает качество уроков и усвоения материала. Возможно, лучше повысит качество преподавания, сложность заданий и повысить стоимость уроков. ‘Также необходимо контролировать качество контента. Участвовала в разговорном клубе и экскурсии по Бразилии. Разговорный клуб оказался полезным и хорошо организованным. Экскурсия по Бразилии была неинформативной, по магазину с драгоценными камнями.	0	https://irecommend.ru/content/udobnaya-platforma-srednee-kachestvo-prepodavaniya
Отличная школа	Мне очень повезло с моим преподавателем, человек с большим опытом и это сразу чувствуется. Прогресс от обучения достаточно стремительный, хотя я занимаюсь только 2 раза в неделю, учу слова и делаю домашки. На сайте есть ещё много разных возможностей учить язык, которыми я пока не пользовалась, т.к. ограниченна во времени. Там можно слушать и одновременно читать книги, если что то не понятно, одним нажатием на слово получаешь перевод. Я нахожу платформу очень удобной. Если по графику у меня что-то не получается, например внезапное срочное совещание, то перенос занятий был осуществлён очень быстро со стороны преподавателя, мне нужно было ей только отправить короткое сообщение. Я уже приобрела 2-ой курс на 151 урок, и считаю что это очень выгодная инвестиция. Вообщем мне всё нравится, всем рекомендую.	1	https://irecommend.ru/content/otlichnaya-shkola-90
Кризис задел skyeng	Много слышал положительного о skyeng от друзей, давно собирался заняться и подтянуть мой английский, но по вышло так , что занятия я начал в неудачное время. Главный их плюс это смена преподавателя и подбор в удобное время уже не так актуален, преподавателей мало и соответственно выбора не то чтоб почти нет, а его вообще нет, мне нашли преподавателя за полторы недели, когда сам пробовал искать преподавателя результатов вообще не было. Моей жене, мы вместе зарегистрировались и оплатили, нашли его через 3 недели, ну прям жесть, да и то время указанное попало лишь наполовину В целом skyeng в это не виноват, идет отток, преподаватели уезжают, но осадок все таки есть. Платформа нравится, хотя без багов ей работать не удается, некоторым багам удалость вывести меня. В целом нормально, если не учитывать подбор преподавателей то можно спокойно поставить 4 звезды и порекомендовать друзьям которые хотят учить английский	1	https://irecommend.ru/content/krizis-zadel-skyeng
Очень достойно	1. Занятия в школе начинаются с определения уровня знаний, дается тест на аудирование, грамматику - 15 минут. Далее общение с методистом, общаетесь на английском на отвлеченные темы. Так же спрашивают про интересы: сколько времени готовы уделять занятиям, цель изучения, какие ожидания и тд. Все для того, что бы грамотно составить план занятий. 2. Мне определили уровень знания ниже на один уровень, чем я сдавала на сертификат в прошлом. Однако у меня был перерыв в 7 лет и это нормально. 3. Далее мы приступили к выбору преподавателя - я выставила желаемые часы и мне выкатился список. Список содержит фото, и краткое описание образования и опыта педагога, его интересы. Можно послушать приветственное слово- для меня это было одним из важных критериев выбора педагога. Я выбрала Юлию и не прогадала. После первого урока стало понятно, что у меня есть разрыв в знаниях грамматики и устной речи: грамматика супер все легко, а вот говорить трудно. Решили программу не менять разговорится, вспомнить, а далее если будет сильный скачек, перейти на другой уровень, я так понимаю, что это не проблема тк обучение подбирается индивидуально. Мне очень важно прокачать устную речь и мы много разговариваем про путешествия и спорт, тк это в сфере наших общих интересов с педагогом. Рекомендую всем так же в выборе педагога представить себе человека с кем ты будешь болтать на английском на интересные темы=) так получается живой разговор. Время урока пролетает как 1 минута. 4. После урока учитель задает домашнюю работу по теме урока- удобно делать в приложении, я трачу около 30 минут. 5. Большой плюс - это словарь , сюда добавляются слова из новой темы, так же ты сам одним кликом можешь добавить незнакомое слово. В свободное время ты заходишь в тренажер и учишь слова по средством маленьких заданий. Все слова озвучены. Мне нравится то , что если у тебя есть 10 минут свободного времени, можно открыть приложение и позаниматься английским. В любом месте.	1	https://irecommend.ru/content/ochen-dostoino-61
